TID	WORD2	LEN2
13518	chenille	8
11669	silo	4
16186	forested	8
16344	ominous	7
23879	dodged	6
9773	refuted	7
3169	sleuth's	8
16500	mil	3
3923	leper	5
21094	pubescent	9
16355	dogie's	7
20814	toward	6
198	Parks	5
16768	suffusion	9
10548	arrowheads	10
19473	noncommittal	12
7337	unmatched	9
14512	cotillions	10
21403	saltcellars	11
6199	Roman	5
1552	Oldfield's	10
14459	Coolidge	8
5491	limos	5
23313	tusk's	6
5212	slung	5
9656	solver	6
5247	casting's	9
3718	sowed	5
15722	spider	6
11782	sunburns	8
12256	carcass's	9
22401	tog	3
1353	geniuses	8
8660	nectarines	10
24354	unappreciative	14
19562	sancta	6
10838	linebacker's	12
2426	ungodliest	10
24591	intravenous	11
20960	sightread	9
7961	Vincent	7
7123	precaution's	12
14428	infantries	10
5294	Huitzilopotchli	15
448	tangiest	8
15730	undertaking	11
11668	quadrangle	10
10683	fidgets	7
13011	caught	6
15676	betook	6
6324	editorialized	13
8025	mindlessness's	14
6171	uh	2
23895	godchild's	10
19670	knackwurst's	12
8696	sandbag's	9
6028	properly	8
13705	Lyme's	6
11164	rummy	5
5585	exasperating	12
12153	Madras	6
13288	raconteurs	10
1395	rungs	5
18799	unfriendliness's	16
14140	notarize	8
16921	tapir's	7
23549	whinny's	8
23823	Tasha's	7
10400	regulars	8
6553	Almaty	6
1093	Lott's	6
18833	kielbasa	8
13477	prudish	7
1371	quarry	6
14098	antique's	9
19045	uncorks	7
12740	skulls	6
13471	turnstile	9
17643	hales	5
19603	grimacing	9
2001	dinginess	9
5972	sunup	5
4460	Andrianampoinimerina's	22
18197	eightieth's	11
5041	tuberculous	11
12482	mortar	6
6880	hawed	5
14649	maids	5
4510	babe	4
17249	shadow's	8
18572	port's	6
6304	archness	8
23623	suppresses	10
12078	luxuriating	11
10206	blunts	6
24069	disillusioned	13
19834	African	7
13960	interbreeding	13
16192	slot	4
11891	Bizet	5
21086	ferment	7
10869	topping	7
9267	me	2
20900	uninviting	10
10683	experiments	11
20520	deciphered	10
8642	eateries	8
19298	venality's	10
6109	waltz	5
16085	savannah's	10
7616	shareholders	12
24101	liberalize	10
17235	laureates	9
19008	Tanisha	7
8195	oceanography	12
18327	Apache	6
21833	tensely	7
23302	falteringly	11
344	damaged	7
314	devalues	8
20999	handrails	9
22061	hearing's	9
7988	weedier	7
157	stockaded	9
20712	collection	10
19243	dissension's	12
13798	timber	6
21082	blot	4
11117	crisp	5
21971	oratorio	8
22947	foisting	8
5755	dynasty's	9
16405	scrip	5
14011	prosecute	9
7142	respected	9
10925	hoarsest	8
16670	spotlessness's	14
24610	shunting	8
15622	artwork's	9
21607	gristle's	9
24302	twists	6
21704	opportunists	12
14258	lifestyle's	11
11469	pastorate's	11
23754	concreted	9
21808	slugging	8
485	bully's	7
7376	Xingu	5
12922	superconductor	14
18276	resurfaces	10
4578	bordello's	10
19255	yearbook	8
8104	Houyhnhnm's	11
8642	conductive	10
16690	Puckett	7
21880	Ethelred	8
65	subcompact	10
11991	tourneys	8
10238	minstrels	9
24054	brinks	6
23630	purification's	14
23158	despot's	8
4748	Beowulf	7
11106	knowingly	9
926	nocturnes	9
19765	cadaverous	10
21509	zodiacs	7
21538	soreheads	9
2488	ferns	5
3750	hospitably	10
20251	piggy	5
22630	bleaches	8
20806	Hiawatha's	10
10884	triglycerides	13
12637	creaminess	10
8607	Neptune's	9
17738	anneals	7
10364	disaffecting	12
20732	tows	4
15607	Pius	4
19104	Maiman	6
6440	vacuous	7
7349	electrocutions	14
15678	rescues	7
14672	subtitle's	10
16350	tutu's	6
1160	geegaw's	8
8278	aware	5
24636	saturating	10
22140	naughts	7
19476	garner	6
4790	Sweet	5
16251	venom	5
9623	evangelizes	11
4012	ornateness's	12
3782	enforcement	11
2752	anklet's	8
2221	marketed	8
11953	plannings	9
2509	cyclonic	8
15408	tomato	6
4232	Buñuel's	8
6060	frustration's	13
10236	intestine's	11
23476	disconcerting	13
15	decommissioning	15
2626	Eustachian	10
3295	standings	9
14374	bulkier	7
7214	Hazlitt	7
14620	appendixes	10
8391	paling's	8
7016	Zephaniah	9
14094	rood	4
22990	fuzzes	6
22218	Oregon's	8
9428	workmanship	11
19339	expulsion	9
440	condense	8
19018	nostalgia	9
12974	editors	7
3847	vamping	7
12668	residing	8
2990	enlivens	8
18258	blurt	5
20519	ravel's	7
24	politicizes	11
16018	male's	6
12054	reassigned	10
13353	guile's	7
6052	patchiest	9
21821	fish	4
9901	foments	7
4899	admixture	9
21733	artificially	12
9437	haven's	7
1897	pectoral	8
22076	burghers	8
15258	resuming	8
7829	porter's	8
16145	Leopold	7
12578	prompted	8
9293	sightings	9
19896	overdress's	11
1669	graphical	9
6470	swabs	5
6382	Lulu	4
6801	discounts	9
6060	caseload's	10
13287	jonquils	8
17315	collaborations	14
12166	merriment's	11
4470	vacillate	9
12834	lithographer	12
8764	ovulates	8
5537	Stimson's	9
19897	cantor's	8
4995	iceberg's	9
5879	Alan	4
11124	inexhaustibly	13
3734	timid	5
18104	giggled	7
14712	moron's	7
5936	butler	6
13356	teensy	6
21153	Windhoek	8
11351	ringlet	7
2527	overshooting	12
22281	dove's	6
16127	matriculation's	15
18222	Antoninus	9
21770	citizenship	11
11793	counteracts	11
13928	corruption's	12
20325	abscissa	8
10303	waviness	8
4501	superficially	13
9903	spiritualists	13
21353	Townes	6
19314	winged	6
15632	bourgeoisie's	13
792	killer's	8
23801	Brigitte's	10
19248	stargazer	9
2498	expansive	9
14877	unpopularity	12
3915	emulsifying	11
11705	purports	8
14387	territorial's	13
2969	positive	8
17063	enthrall	8
7308	furriers	8
9293	souped	6
7463	Moll's	6
10587	metrical	8
18135	interdisciplinary	17
12630	biweeklies	10
5418	miffs	5
23567	polios	6
9274	Dorothy's	9
10083	offenders	9
4227	greet	5
8384	hyaenas	7
10587	Glass's	7
24058	mortgager's	11
17264	Carlin	6
8754	avenges	7
23639	plow's	6
13207	billboards	10
3827	parqueted	9
22822	leaving	7
13098	chairwoman	10
16819	liaised	7
19965	Cortez	6
2728	tuba	4
11821	histrionics's	13
19261	Palestine's	11
8924	repair	6
6121	graze's	7
24060	Lissajous	9
10988	crashes	7
17299	piranhas	8
23296	ghastliness's	13
20331	rim	3
16892	introduced	10
7357	solicitor's	11
18998	troposphere's	13
6741	discipline's	12
12396	continence	10
23727	gentled	7
17930	commandos	9
238	wickeder	8
2106	trope's	7
11991	Esmeralda's	11
7391	arranger	8
8558	gratification	13
536	canonization's	14
14853	Mazatlan	8
13833	spillway	8
115	wrinkles	8
551	practicably	11
10802	pleasures	9
8608	flushed	7
12198	horsepower	10
17683	ashore	6
11282	dactylics	9
386	Noemi's	7
3342	urologist	9
23964	Vaduz's	7
24005	occlude	7
22246	longtime	8
4852	madhouse's	10
13505	liked	5
14020	reshuffle's	11
18510	seediness's	11
2643	rotting	7
608	armchair	8
24219	lifestyle's	11
14378	multiple's	10
6134	divorce's	9
4964	stalwarts	9
16494	chamomile	9
5278	Herero	6
17075	discrepancy	11
21439	hydrotherapy	12
4788	dragnet	7
17925	antiquarian's	13
15035	specialization's	16
16691	tooth	5
2137	drouths	7
14651	obstetrics	10
1039	pushup's	8
9698	Robyn	5
7711	Christian's	11
157	drowned	7
1725	disintegrated	13
11344	Uzbek's	7
2068	broccoli	8
21926	hospitality	11
22270	motes	5
22569	deice	5
23882	PA's	4
19670	Tucker	6
8800	garroting	9
10436	vixens	6
24334	caterwaul's	11
1472	minimized	9
5566	signifying	10
8805	cottonmouth	11
3110	Ind	3
8880	Betsy's	7
17785	balder	6
8673	parsley's	9
19789	crept	5
16992	fuddling	8
4387	sandpapered	11
8205	protester's	11
18176	euphony	7
15161	dickers	7
8999	parliamentarian's	17
16251	Gustavus	8
16260	Socorro's	9
7155	everybody's	11
20457	falter's	8
1251	escrows	7
8957	chess's	7
11017	immolated	9
13393	rickety	7
21949	motorbikes	10
8869	Housman	7
10828	snots	5
7716	confute	7
8321	toothpaste's	12
5775	whimsicality's	14
13499	pulling	7
8668	dissimulate	11
12484	embryology	10
24293	consecrated	11
15337	hymn	4
4815	saki	4
3229	aspired	7
7723	keepsakes	9
3972	aggrieving	10
24851	entrenchment's	14
2896	trumpet's	9
3411	fathead's	9
19873	footrests	9
3313	eighths	7
180	Jamaica	7
10617	bolts	5
11956	bates	5
15306	Michigander's	13
8335	Citigroup	9
6263	inset's	7
19563	transponder's	13
6638	rain	4
16960	harmonic	8
17383	loathes	7
9094	Antigua	7
24830	patent's	8
21913	broaches	8
919	reconditioned	13
1117	branching	9
4272	belittled	9
8113	outdid	6
17434	invents	7
5304	fumes	5
12974	brewer	6
2776	hungry	6
18458	pipe	4
7139	butterfat's	11
13038	Minotaur	8
8946	rascal	6
11098	sometime	8
8159	rhymed	6
15133	toddy	5
14569	pounds	6
1150	Dramamine	9
193	thraldom's	10
11182	reunited	8
4844	sedated	7
10000	humidifies	10
1894	brays	5
10210	whipcord	8
2651	candidacy's	11
11900	expenses	8
13111	brides	6
7566	miserly	7
19032	Mongol's	8
17202	cubit	5
9247	lavishly	8
19798	processioning	13
20226	Tsingtao	8
9451	morsels	7
16569	shoplifted	10
22809	Stolichnaya's	13
8544	buttonholed	11
8709	Frankel	7
3688	uncontaminated	14
21082	enjoyments	10
105	amber's	7
17012	gourmet's	9
7312	vibrator	8
10995	Copacabana	10
11796	rig	3
24852	water	5
22767	torpidity	9
10287	chilblain	9
18946	trouser	7
371	former	6
16304	cupboard	8
8820	injunction	10
3856	narcotics	9
19145	bubbly's	8
11074	outbuilding	11
14370	Homer	5
9799	Tunisians	9
2871	bullshits	9
8334	beryls	6
14720	voyeur	6
8716	airfield	8
13488	multitasking	12
10010	knoll's	7
1044	Wikipedia	9
23315	tidy's	6
20503	trait's	7
19234	neighborly	10
19640	afterbirths	11
3150	edit	4
4213	prepayment	10
19039	bearer	6
8567	Marxist	7
24591	sojourned	9
12506	wastebasket's	13
4665	paunches	8
447	Allentown	9
11324	we	2
5120	Huitzilopotchli	15
12351	cymbals	7
23627	steering	8
13704	golfing	7
20198	jumpiness	9
8335	flammables	10
21545	Clarence	8
5469	lorgnettes	10
20332	umiaks	6
4387	PayPal	6
8414	purifiers	9
8104	Pierce	6
7468	friskiest	9
3816	flowerier	9
7555	leapfrogged	11
9265	throttle's	10
9068	media's	7
17947	mistress	8
17071	Camus	5
10254	Porfirio's	10
11079	glare	5
2697	prestos	7
23353	bouillabaisses	14
20953	caffeine's	10
15924	flange's	8
8050	unfettering	11
15377	Sara	4
11140	Brandy's	8
17196	dominions	9
2052	anchovies	9
1480	pretentious	11
15117	vertexes	8
3847	floras	6
19118	knotted	7
19241	concurrency	11
21023	madwomen	8
21131	answer	6
5740	axis	4
23202	carbon	6
14810	untwisting	10
15527	pedlar	6
567	incite	6
9357	swains	6
1465	pellets	7
22568	thorny	6
18535	fact	4
22232	iffy	4
15017	abnegation	10
14210	recruiters	10
15290	bringing	8
3685	sins	4
1042	dates	5
2465	initiative's	12
12468	moan's	6
24594	climb's	7
13914	protectors	10
24713	freebase	8
3817	Sinhalese	9
20566	Brooke	6
17755	waterside	9
7379	catechising	11
24262	goggle	6
20918	Menuhin's	9
22645	creativity's	12
14551	laugh's	7
17100	boomerang's	11
3225	conductor	9
5016	sidestep	8
1748	probability	11
20149	Atacama	7
21082	groves	6
17619	demilitarization	16
9908	Newark's	8
16991	bozos	5
15776	Eeyore	6
4920	mainlines	9
10425	polliwogs	9
13856	capaciousness	13
14420	encapsulated	12
21096	yards	5
13673	excursions	10
20668	Guzman	6
22994	Ruben	5
15162	swanking	8
5441	paleness	8
19495	fa	2
14246	Rigoberto	9
19582	flags	5
18787	Gaza	4
23046	ploy	4
15491	trills	6
4578	blasted	7
14571	grotto's	8
22449	underlies	9
5308	deactivating	12
22881	appointees	10
18825	extrication's	13
11227	haberdashery	12
2129	tuberculosis	12
4183	blindsides	10
6413	Tomlin	6
572	want	4
5436	combed	6
7718	Geller's	8
17355	writ	4
12715	dehydrates	10
12743	rennet's	8
5031	coffeepot	9
1465	suburbia	8
4301	cottonmouth's	13
16925	Nicolas	7
8866	strychnine's	12
5601	extirpation's	13
20744	aphasia's	9
13084	romantic	8
16043	cameos	6
4445	owls	4
4569	professions	11
17153	princess's	10
17204	cash's	6
23018	cultivates	10
16840	masked	6
18228	Siemens	7
4955	reimbursements	14
20288	rowboat's	9
3014	lowly	5
4223	older	5
3046	Voltaire's	10
18954	marketability	13
2354	needless	8
13269	fracas's	8
7619	ranks	5
1081	decibels	8
7852	dimples	7
17279	selectman	9
22652	notional	8
10681	unnecessarily	13
22490	Phoenix	7
2139	tremolo's	9
15618	straightness's	14
17304	construe	8
19730	Uzi's	5
1349	credible	8
14814	Aussies	7
2361	contravened	11
19434	nastily	7
13960	dumping	7
16017	profligate's	12
8835	Dooley's	8
6845	pilothouses	11
20587	sax's	5
16177	Pilates	7
18506	princesses	10
14095	repositories	12
11034	miserly	7
193	enforce	7
2498	informants	10
20206	expelling	9
6894	understatement	14
17383	mileposts	9
1261	desert's	8
18757	drudgery's	10
22139	captained	9
22174	honeys	6
13567	superannuate	12
19730	megalomania's	13
6835	Hugo	4
5394	administrations	15
13242	jumpers	7
6622	depressant's	12
17894	scummier	8
20352	pistachio	9
2079	summitry's	10
18848	phony	5
2814	redistricting	13
22624	genomes	7
6185	revamps	7
18395	ascend	6
1607	drone	5
6411	Jay	3
1188	cleverest	9
13860	microwave	9
11553	TKO's	5
13949	interlude's	11
4683	Randal's	8
11818	interment	9
5470	chained	7
9558	pittance	8
10896	concavity's	11
7760	appliances	10
14359	noun	4
14395	Valéry	6
3262	bulkiness's	11
12518	uttering	8
6355	syncing	7
5756	cynic	5
23202	trumpeting	10
12379	thumbscrew's	12
8470	grouchiness's	13
12820	gully	5
12879	Suarez's	8
6169	laptops	7
13282	crowding	8
2773	repossession	12
7247	heading	7
20509	meow's	6
6037	wastepaper	10
13934	Browning	8
3389	painfully	9
10515	Verizon's	9
19104	bullfighter	11
24923	wiliness's	10
18256	Donovan	7
4811	Zest's	6
23631	frailty	7
12046	gemstone's	10
5775	forbiddings	11
9467	asymmetric	10
15466	broadens	8
4914	cosy	4
14726	Doreen's	8
14571	unwitting	9
7112	reviling	8
2777	stockading	10
14832	overreactions	13
5631	ranch's	7
7541	food's	6
12691	rescheduling	12
2194	babbles	7
3734	primping	8
8561	barley	6
13791	suicide's	9
19833	murmur's	8
18727	sphinx's	8
3121	meridians	9
5700	hill	4
17021	desolation	10
16933	muckraking	10
12757	volleyed	8
9461	termination's	13
17735	impieties	9
5419	karakul	7
18358	splint	6
7708	ditch	5
1725	canister	8
8198	peeved	6
17927	shirt's	7
7964	bib	3
19324	Olympiads	9
9846	palliation's	12
9557	spoored	7
23514	voicing	7
12342	dictatorships	13
23533	libelled	8
21122	Edward	6
275	filet	5
11352	palpation	9
5209	deity	5
23490	Minn	4
17264	hoop's	6
8607	franchising	11
15069	wordplay	8
6407	cornflakes's	12
9745	swinging	8
7371	suction's	9
15712	oscillation's	13
5080	relentlessness	14
12310	replaces	8
6748	slothful	8
3682	sharkskin	9
14441	yeoman	6
17227	stenography's	13
79	centrists	9
12549	gig	3
6858	information	11
6681	gavottes	8
18301	vermillion's	12
18305	spendthrifts	12
20203	Sukkoth	7
22546	southeast	9
2759	abominating	11
9719	harmonic's	10
6891	freer	5
14433	stirrers	8
22675	multinational's	15
11974	munitions	9
21391	iteration	9
18838	rewinding	9
9658	weak	4
2497	equated	7
9185	Tory	4
874	Esperanto's	11
10686	voided	6
13256	mouthpieces	11
9628	arc's	5
10807	Pyle's	6
4457	acetates	8
2805	attainment	10
3445	thrasher	8
13767	Rushmore's	10
13252	video	5
2920	supplement's	12
18848	Baudelaire	10
23111	anesthesiology's	16
12285	entreated	9
11828	versus	6
1780	Golda	5
12684	excursions	10
2411	sassed	6
13168	pease	5
13119	vamping	7
561	Gatsby's	8
19502	Bultmann	8
2961	inundated	9
14265	remake	6
2897	caster	6
2880	warty	5
24164	kiddie's	8
4160	ennui's	7
10191	King	4
23066	rejoicing	9
15876	unfastened	10
23932	hobo	4
2403	owners	6
8528	parameter's	11
7155	whaled	6
4012	oven	4
4549	panegyric's	11
5932	viceroy's	9
10267	pit	3
6525	turpitude	9
19400	Forrest	7
18878	doorknobs	9
16219	demagoguery's	13
1104	minion	6
18927	pompom	6
5677	lore	4
9508	converging	10
5390	quail	5
6608	lammed	6
1944	chairwoman	10
18261	Lucite	6
24863	purifiers	9
8205	nonaligned	10
15527	per	3
7034	multifariousness	16
714	collaborate	11
10683	widths	6
7027	misusing	8
14896	trim's	6
1571	parthenogenesis	15
12522	hash's	6
21178	contumacious	12
4300	vermilion's	11
9288	ambivalence's	13
15753	chitlings's	11
1144	stew's	6
3415	triflers	8
5969	mesmerized	10
24617	affectation	11
3625	redeemer	8
21466	invaluable	10
1859	Pentagon's	10
21899	clunkier	8
21363	dunking	7
7751	deportation	11
3094	tartans	7
8375	memo's	6
20744	cowhide	7
7731	typically	9
22237	greyhound	9
4104	Nantucket's	11
20188	portable's	10
24739	band	4
19607	doses	5
24683	hustler	7
11229	fullness	8
20880	spiritually	11
15776	readmit	7
10743	just	4
12873	matchmaker's	12
5468	coke's	6
3283	cooperation's	13
21940	donating	8
17559	barge	5
380	cs	2
10536	pluralities	11
21835	aspirates	9
3141	byplay's	8
5200	cool	4
950	brightening	11
13072	Camus	5
16337	bellwether's	12
21709	plenary's	9
21107	statehouse's	12
1461	Mahayana's	10
9092	toothpick	9
2958	blabbermouth's	14
10832	nervous	7
22891	paired	6
19597	ribbon's	8
21779	caw's	5
22288	godliness	9
4148	harpist	7
13132	assent	6
16709	voltage's	9
5884	patella	7
21226	wormhole's	10
22122	tightened	9
23334	traumatize	10
18400	remedy	6
3355	straps	6
6312	Bowell	6
6641	highbrows	9
22786	vandalizes	10
23448	Scriabin	8
5357	grassland's	11
16192	paunches	8
20809	leotard's	9
10413	sparklers	9
24286	vocative's	10
3455	chimpanzee	10
2513	Fairbanks	9
5825	pressure's	10
17472	barricade's	11
22196	trainer	7
12892	diddles	7
19580	party	5
21425	outings	7
14953	serialization	13
2471	buoyancy	8
5737	discriminated	13
21839	concave	7
11703	devour	6
21581	yellow	6
14118	aqueduct's	10
24821	Gatsby's	8
11667	Levi's	6
7100	fuse's	6
19371	threatened	10
14975	Ford's	6
24993	haberdasher	11
16557	brown's	7
4183	courtship's	11
5210	declines	8
11300	phishing	8
17097	meteorologist's	15
13229	caved	5
19742	kidnappings	11
11959	scrapped	8
23363	midriff	7
15327	letterhead's	12
17408	campy	5
8766	trespass's	10
22980	UFO's	5
5606	comma's	7
10209	heater's	8
480	Fokker	6
1426	flute	5
17715	alloys	6
15885	maw	3
1955	Marcia	6
16224	Jew	3
891	asunder	7
985	divided	7
4355	Fizeau's	8
18909	soundlessly	11
4162	blindest	8
22946	dictum	6
23066	worldly	7
902	artier	6
6240	cosmonaut's	11
18153	Samson	6
13428	scudding	8
17286	chisellers	10
1948	Medina	6
18475	gravity's	9
8753	Suarez's	8
3479	deductible	10
1363	grandfather	11
8617	Daley	5
1658	sprat's	7
20252	preshrank	9
5341	janitor's	9
22391	traipses	8
13647	boorish	7
20751	distinguishing	14
17362	Sagan's	7
12893	payed	5
24424	swat	4
24858	palpitates	10
24324	homeless	8
7317	viscountess's	13
13495	configured	10
10053	wise's	6
21511	EverReady	9
22338	reptilian	9
11327	Lords	5
19720	Villarreal's	12
987	ritual	6
17900	vaguely	7
18116	Riefenstahl's	13
8319	joyful	6
21565	Formica	7
12429	chalice	7
3243	erratas	7
20444	sexism	6
10383	inattention	11
19936	Claiborne	9
563	Delicious's	11
10069	caterwaul	9
16664	semaphored	10
7385	Vermonter's	11
5578	latecomer's	11
21797	plaice	6
18818	percolates	10
5916	solace	6
582	sweat's	7
21580	bookcases	9
2088	stereotype	10
15730	pawn	4
6589	chaotically	11
24345	Aniakchak's	11
9952	nicknamed	9
1770	simmer	6
11129	Dostoevsky's	12
22285	bowlder's	9
14603	unsaddles	9
17163	forcibly	8
24007	chintziest	10
12878	markup	6
24135	Pentium's	9
12826	labyrinth's	11
9558	Cr	2
3066	barraged	8
3384	possibles	9
11285	carpet's	8
9880	speaker	7
9450	mauve	5
5697	nicking	7
11284	indue	5
24052	celebrates	10
7204	absenteeism's	13
15428	eighths	7
10177	Bligh	5
7114	narcissists	11
13873	invalids	8
11148	pashas	6
19073	gemstone's	10
22713	ultras	6
21719	loner	5
19751	ring	4
21350	repressed	9
1478	agitating	9
6495	naiveté	7
18360	upscale	7
19358	idolizing	9
13671	whoopees	8
15689	snowshoeing	11
13088	patch's	7
6246	skimpiness	10
23112	dashing	7
14646	authorities	11
15488	gingko's	8
640	brink	5
17764	fascism's	9
9724	Gracie	6
2830	Santiago	8
17805	uplifts	7
21218	floozies	8
7285	jaded	5
7966	Mouthe	6
15410	sacristies	10
15813	blank's	7
14231	placed	6
5292	pocketknife	11
17566	orphaning	9
21034	transgressor	12
6101	torrents	8
2475	incentive	9
18932	proves	6
390	regression's	12
1331	commodore	9
16973	confounded	10
23684	uphills	7
1328	jitterbug's	11
12142	yowl's	6
16731	muscled	7
14004	Asgard	6
22842	resoluteness's	14
22592	Fe	2
10781	Luanda	6
5507	stigmatizes	11
807	devolution	10
16790	Sappho	6
23667	bifurcating	11
15618	downfall's	10
3009	Miltiades	9
17530	circuses	8
5720	teem	4
15950	paradigmatic	12
3864	ladyship's	10
12900	unfairest	9
409	underexposing	13
23371	slant's	7
19511	recopying	9
16662	Kevlar	6
4145	backbreaking	12
10874	provincialism	13
24400	cantilever's	12
12715	contrarily	10
23499	remoteness	10
6034	satisfied	9
9016	Diane	5
12404	sipped	6
21386	rags	4
3623	sees	4
18868	klutzy	6
5992	Jimenez	7
3821	superannuated	13
9883	bights	6
14325	brandied	8
24343	inveigh	7
13186	fricasseeing	12
6193	Pythias	7
975	cooperating	11
23868	eavesdrops	10
18643	countersink	11
12	spree	5
18410	choppered	9
9343	consolidate	11
6320	unrealized	10
19707	Clausewitz	10
19457	soluble	7
8715	blare	5
5719	took	4
9347	unreconstructed	15
1476	aerospace	9
2165	safeguard	9
12990	slush	5
23805	Slovenian's	11
1152	podiums	7
4216	saunters	8
13927	yeoman	6
10933	carbohydrate	12
10964	tour	4
14332	transcending	12
3308	irksome	7
21285	victualled	10
16733	flushest	8
11273	vague	5
11164	elucidation's	13
19987	catering	8
8421	divest	6
9464	posy's	6
22569	sprinkles	9
24149	fiduciary's	11
8962	befriends	9
18778	undercharge	11
15235	duplication's	13
19758	hallelujah	10
5109	witchery	8
9106	Hollis	6
2151	bumpy	5
16691	bookmarks	9
20780	timber	6
0	opening's	9
2736	Ferguson	8
17473	impounded	9
7376	Britannica's	12
20082	leveraging	10
14210	jut's	5
20394	gambol's	8
17294	minimalism	10
2740	thyroid	7
543	golly	5
12784	lionized	8
13589	chopper	7
23112	barbering	9
9190	jag	3
20000	tunnies	7
1138	dhotis	6
20030	Templar's	9
16601	palindromic	11
2346	embarkation's	13
10320	understatement	14
7698	tubercle	8
4722	At's	4
795	net	3
8788	McIntosh	8
16454	marble	6
17373	Gielgud	7
17932	jeeringly	9
18681	clergy	6
3147	swatted	7
24695	faggot	6
16800	countersank	11
16662	Andromache	10
21521	brotherhood	11
23697	Sahel	5
22999	individualist's	15
15065	Pearlie's	9
19094	sweatier	8
6690	stilted	7
19237	Sheraton's	10
22117	tamale	6
23744	cataleptics	11
7508	fobbed	6
23704	misruling	9
20734	Knievel	7
24346	snort	5
13161	Wang	4
5809	salvation's	11
1613	bantamweight's	14
22833	rational's	10
19912	filter	6
1813	stable	6
3166	tawdriest	9
796	Wagner	6
15340	contortionist	13
24514	stud	4
19637	gunshot's	9
8280	extol	5
8428	competitiveness	15
20348	Cyrillic's	10
18666	interactively	13
18674	pistil	6
1447	blogs	5
5730	ginkgo	6
3181	arson	5
1818	binding's	9
15648	andirons	8
11635	shoestrings	11
21798	rout	4
23406	plenitudes	10
15444	Antares's	9
13985	bashful	7
8956	broad's	7
22179	fluency's	9
10015	crinolines	10
11999	excavating	10
6936	shower	6
17536	aught's	7
24650	tutorials	9
19230	topsides	8
21212	adamant	7
11396	slits	5
5491	Lakisha	7
22205	inertia	7
16964	disposing	9
1768	wins	4
2264	hatch	5
147	cottonmouths	12
16565	sagas	5
23083	oval's	6
5376	Nightingale	11
14838	camps	5
5760	dart	4
23949	cramp	5
4940	Eltanin's	9
8377	rotisserie's	12
13734	velour's	8
3144	idleness's	10
12217	nuzzles	7
10496	requital's	10
15072	sculpturing	11
7160	error	5
1563	duckling	8
13351	licence	7
4127	workaholics	11
22376	Costco's	8
8337	recorders	9
12061	Portuguese	10
23501	Genet's	7
8820	throngs	7
19705	scapulae	8
15724	yon	3
6535	orb	3
24935	witting	7
4291	olden	5
12628	concealed	9
2252	esthetic	8
3600	Mitch's	7
24649	beaten	6
18733	trucker	7
11096	Gustav	6
1102	abjurations	11
12149	organized	9
3752	jack	4
22097	hasting	7
15379	eulogies	8
5287	jollies	7
10241	Adderley	8
14072	narrowing	9
5084	dustiness	9
747	unhooking	9
22000	bucketfuls	10
20206	loomed	6
5863	distillates	11
7532	stayed	6
12412	tearoom's	9
21252	descends	8
22249	amount's	8
12078	rookery's	9
23218	stepfather's	12
7238	Korean's	8
21439	parodying	9
21319	computerize	11
12216	pang's	6
23065	industrialist	13
10463	Weddell's	9
18667	ruminant's	10
7271	Exercycle	9
592	debauch	7
13839	retouching	10
15000	furring	7
20994	socialists	10
4971	boardroom's	11
2763	margin	6
16529	coverage	8
3921	educate	7
3572	hemophiliacs	12
12838	dhotis	6
10893	resulted	8
7336	Chandon's	9
17020	respell	7
119	hearsay	7
1705	baseline	8
21211	clocking	8
21191	disclosed	9
15253	longhorns	9
13013	fillies	7
14351	raja	4
1644	India	5
23826	insects	7
10653	acceded	7
4445	McFadden's	10
7522	laypeople	9
13654	lifeworks	9
21052	kooks	5
9135	draftsman	9
7995	spatting	8
9502	sisterhood's	12
9102	dope	4
21599	arbitrariness	13
12047	blasphemed	10
2218	dismember	9
1972	senna	5
5837	carbuncle's	11
8743	Hipparchus	10
22656	raves	5
6814	acanthi	7
7284	debility's	10
4834	oval	4
1536	stately	7
7791	sagas	5
15499	crossfires	10
6517	trundles	8
21149	clayier	7
5504	slitter	7
17721	thirtieth's	11
18042	intransitives	13
1312	approximations	14
1701	agonizes	8
24428	sufferance	10
17507	skirt	5
24671	Cunningham's	12
23226	annulment	9
13018	large	5
9012	Palermo	7
9508	personally	10
2006	stagnant	8
22435	intensifier	11
16006	califs	6
6006	paupers	7
17354	Maurine	7
10322	lucidly	7
11172	lockouts	8
4846	subverts	8
18842	axe	3
5223	undeserving	11
3440	Lucy	4
21390	beltways	8
16679	catechized	10
8881	delight	7
5374	atriums	7
16867	banyans	7
4923	goodbye's	9
3642	Lesley	6
22448	floater	7
1963	oscillator's	12
9254	stumped	7
16402	offenders	9
23662	bickers	7
24755	vaccination	11
10994	Rankine's	9
300	sax	3
22105	modernization	13
17787	onuses	6
21931	melodies	8
12461	potshot's	9
18720	possess	7
9095	corrugated	10
2439	chemistry	9
7880	solvency's	10
1967	Caitlin's	9
5208	sear's	6
3212	amp	3
2363	benighted	9
430	typefaces	9
4221	schoolmasters	13
14784	whiten	6
19520	ha	2
24465	Ptah	4
8316	questing	8
11935	brooks	6
12556	differed	8
22459	Hegira	6
1758	militarizes	11
3669	Marley's	8
20695	entombment	10
179	lynched	7
22369	holocaust's	11
11713	Cherokee's	10
13927	commissary's	12
20643	gone	4
22705	buckets	7
24163	matches	7
18455	featheriest	11
4843	proportionals	13
14550	commute	7
261	drabber	7
24907	pauperism's	11
5235	productive	10
5678	representational	16
